,Name,Company,Praise Level,Comment Number,Language,Price,Issue time,System Require,Game Tags
680,Pikuniku,Arnaud De Bock,Very Positive,206,"Casual, Indie, Adventure, Action, Cute, Puzzle, Funny, Platformer, Comedy, 2D", 50,"25 Jan, 2019"," Windows 7, 8.1, 10 x86/x64,  Intel Core2 Duo E4500 (2 * 2200) or equivalent,  2 GB RAM,  GeForce 9600 GT (512 MB) / Intel HD Graphics 2500,  Version 10,  300 MB available space,  Controller Recommended","Casual, Indie, Adventure, Action, Cute, Puzzle, Funny, Platformer, Comedy, 2D"
681,"""THE KING OF FIGHTERS 97 GLOBAL MATCH""",SNK CORPORATION,,No user reviews,"Action, 2D Fighter, Fighting", 58,"4 Apr, 2018"," Windows Vista,  Intel Pentium 4 1.8GHz dual core,  Onboard graphics chipset with 256MB video RAM,  Version 9.0,  200 MB available space,  DirectSound","Action, 2D Fighter, Fighting"
682,Dragon Spear,Game2Gather,,560,"Action, RPG, Sexual Content, Nudity, Anime, Indie, Adventure, ""Beat em up"", Hack and Slash, 2D", 50,"15 Aug, 2018"," Windows XP, 7, 10,  1.6 Ghz CPU or higher,  1 GB ОЗУ,  Intel HD4000, AMD HD 6550D (or higher),  Версии 9.0c,  Широкополосное подключение к интернету,  4 GB","Action, RPG, Sexual Content, Nudity, Anime, Indie, Adventure, ""Beat em up"", Hack and Slash, 2D"
683,Gun Club VR,The Binary Mill,Very Positive,No user reviews,"Shooter, Gun Customization, FPS, VR, Simulation, Realistic, Action, Indie, First-Person, Zombies, Arcade, Fast-Paced, Score Attack",,"28 Aug, 2018","Requires a 64-bit processor and operating system,  Windows 8.1 or newer,  Intel i3-6100 / AMD FX4350 or greater,  8 GB RAM,  NVIDIA GTX 1050 Ti / AMD Radeon RX 470 or greater Alternative Graphics Card\tNVIDIA GTX 960 4GB / AMD Radeon R9 290 or greater CPU\tIntel i3-6100 / AMD FX4350 or greater Memory\t8GB+ RAM Video Output\tCompatible HDMI 1.3 video output USB Ports\t1x USB 3.0 port, plus 2x USB 2.0 ports OS\tWindows 8.1 or newer,  1 GB available space,  VR headset required.","Shooter, Gun Customization, FPS, VR, Simulation, Realistic, Action, Indie, First-Person, Zombies, Arcade, Fast-Paced, Score Attack"
684,Men of War: Assault Squad 2,Digitalmindsoft,Very Positive,"10,316","Strategy, World War II, War, Simulation, RTS, Action, Tactical, Military, Multiplayer, Real Time Tactics, Realistic, Tanks, Historical, Co-op, Destruction, Singleplayer, Atmospheric, Difficult, Classic, Adventure", 88,"16 May, 2014"," 64bit - Windows 7, 8, 10,  4.0 GHz single-core, 2.0 GHz dual-core or higher,  4 GB RAM,  DirectX 11 compatible,  Version 11,  6 GB available space,  DirectX 11 compatible","Strategy, World War II, War, Simulation, RTS, Action, Tactical, Military, Multiplayer, Real Time Tactics, Realistic, Tanks, Historical, Co-op, Destruction, Singleplayer, Atmospheric, Difficult, Classic, Adventure"
685,9-nine-:Episode 1,PALETTE,Very Positive,128,"Sexual Content, Nudity, Casual, Visual Novel, Simulation, Anime", 70,"1 Feb, 2019"," Windows 7/8/8.1/10,  Core 2 Duo (Core i3 or higher recommended),  4 GB RAM,  1280 x 720,  9.0c,  需要 4 GB 可用空间","Sexual Content, Nudity, Casual, Visual Novel, Simulation, Anime"
686,Flowers -Le volume sur printemps-,Innocent Grey,Very Positive,489,"Visual Novel, Casual, Female Protagonist, Anime, Romance, Cute, Detective", 68,"17 Aug, 2016"," Windows Vista,  1 GB RAM,  Version 9.0c,  2 GB available space","Visual Novel, Casual, Female Protagonist, Anime, Romance, Cute, Detective"
687,RPG MO,Marxnet,Mostly Positive,No user reviews,"Early Access, Free to Play, RPG, Massively Multiplayer, MMORPG, Multiplayer, Adventure, Pixel Graphics, Open World, Early Access, Indie, 2D, Sandbox, Crafting, Fantasy, Isometric, Retro, Exploration, Relaxing, Base Building",Free to Play,"18 Aug, 2015"," 2 GB RAM,  Broadband Internet connection,  250 MB available space","Early Access, Free to Play, RPG, Massively Multiplayer, MMORPG, Multiplayer, Adventure, Pixel Graphics, Open World, Early Access, Indie, 2D, Sandbox, Crafting, Fantasy, Isometric, Retro, Exploration, Relaxing, Base Building"
688,Shift Happens,Klonk Games,Very Positive,No user reviews,"Co-op, Local Co-Op, Online Co-Op, Puzzle-Platformer, Local Multiplayer, Indie, Multiplayer, Controller, Action, 2.5D, Puzzle, Great Soundtrack, Early Access, Platformer, Side Scroller", 48,"23 Feb, 2017"," Windows Vista,  AMD Phenom II X4 N930 2GHz,  2 GB di RAM,  Mobility Radeon HD 5650,  Versione 9.0c,  8 GB di spazio disponibile","Co-op, Local Co-Op, Online Co-Op, Puzzle-Platformer, Local Multiplayer, Indie, Multiplayer, Controller, Action, 2.5D, Puzzle, Great Soundtrack, Early Access, Platformer, Side Scroller"
689,UNDER NIGHT IN-BIRTH Exe:Latest,FRENCH-BREAD,Very Positive,474,"Action, 2D Fighter, Fighting, Anime, Great Soundtrack, Local Multiplayer, Competitive, Tutorial, Visual Novel, Story Rich, Singleplayer, Controller, e-sports, Difficult, Pixel Graphics, Cute, Fantasy, Soundtrack", 120,"21 Aug, 2018"," Windows 7 / 8 / 8.1 / 10,  Intel Core i5, 2.0 GHz,  2 GB RAM,  Nvidia GeForce GTX 560 / Radeon HD 7770,  Version 9.0c,  Broadband Internet connection,  10 GB available space,  Display Resolution 1280x720 and above recommended.","Action, 2D Fighter, Fighting, Anime, Great Soundtrack, Local Multiplayer, Competitive, Tutorial, Visual Novel, Story Rich, Singleplayer, Controller, e-sports, Difficult, Pixel Graphics, Cute, Fantasy, Soundtrack"
690,Steam: Rails to Riches,Acram Digital,Mostly Positive,No user reviews,"Strategy, Casual, Indie, Board Game, Hex Grid, 4 Player Local, Classic, Turn-Based, Trains, Multiplayer, Singleplayer, Touch-Friendly, Asynchronous Multiplayer, Family Friendly, Local Multiplayer, Turn-Based Strategy, Colorful, Short, Relaxing", 54,"25 Mar, 2017"," Windows XP SP2+,  Dual Core 1.6 GHz or better,  1GB (XP), 2GB (Vista), 2GB (Windows 7) GB RAM,  DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities,  Version 9.0,  630 MB available space","Strategy, Casual, Indie, Board Game, Hex Grid, 4 Player Local, Classic, Turn-Based, Trains, Multiplayer, Singleplayer, Touch-Friendly, Asynchronous Multiplayer, Family Friendly, Local Multiplayer, Turn-Based Strategy, Colorful, Short, Relaxing"
691,Move or Die,Those Awesome Guys,Very Positive,"6,994","Multiplayer, Funny, Local Multiplayer, Action, Fast-Paced, Indie, 2D, 4 Player Local, Platformer, Online Co-Op, Casual, Competitive, Local Co-Op, Great Soundtrack, Co-op, Arcade, Singleplayer, Memes, Moddable, Gore", 48,"22 Jan, 2016"," 7, 8 or 10, "" If its a laptop with no dedicated GPU, CPU should be less than 3 years old."",  4 GB RAM,  Dedicated GPU recommended,  Broadband Internet connection,  400 MB available space,  Potential FPS drops on AMD","Multiplayer, Funny, Local Multiplayer, Action, Fast-Paced, Indie, 2D, 4 Player Local, Platformer, Online Co-Op, Casual, Competitive, Local Co-Op, Great Soundtrack, Co-op, Arcade, Singleplayer, Memes, Moddable, Gore"
692,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,CyberConnect2 Co. Ltd.,Mostly Positive,No user reviews,"Action, Adventure, Anime, Strategy, Fighting, Multiplayer", 108,"25 Aug, 2017","Requires a 64-bit processor and operating system,  Windows (64bit) 7 or higher up to date,  Intel Core2 Duo, 3.0GHz - AMD Athlon 64 X2 Dual Core 6400+ 3.2GHz,  2 GB RAM,  1024 MB video card,  Version 11,  8 GB available space","Action, Adventure, Anime, Strategy, Fighting, Multiplayer"
693,東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival,東方幕華祭制作组,Very Positive,358,"Bullet Hell, Action, Indie, Faith, ""Shoot Em Up"", Adventure, Casual, Anime, Female Protagonist, Difficult, Singleplayer, Great Soundtrack", 35,"17 Aug, 2018"," Windows 7 or above,  1 GB RAM,  DirectX 9 compatible graphics card,  需要 600 MB 可用空间","Bullet Hell, Action, Indie, Faith, ""Shoot Em Up"", Adventure, Casual, Anime, Female Protagonist, Difficult, Singleplayer, Great Soundtrack"
694,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,CyberConnect2 Co. Ltd.,Very Positive,"6,281","Anime, Fighting, Action, Adventure, Ninja, Multiplayer, Controller, ""Beat em up"", Singleplayer, Open World, Fantasy, Local Multiplayer, Great Soundtrack, PvP, RPG, Third Person, Co-op, Atmospheric, Local Co-Op, Animation &amp; Modeling", 108,"25 Oct, 2013"," Windows (64bit) 7 or higher up to date,  Intel Core2 Duo, 3.0GHz - AMD Athlon 64 X2 Dual Core 6400+ 3.2GHz,  2 GB RAM,  1024 MB video card,  Version 11,  23 GB available space,  DirectX sound device","Anime, Fighting, Action, Adventure, Ninja, Multiplayer, Controller, ""Beat em up"", Singleplayer, Open World, Fantasy, Local Multiplayer, Great Soundtrack, PvP, RPG, Third Person, Co-op, Atmospheric, Local Co-Op, Animation &amp; Modeling"
695,King Exit,深爪貴族,Very Positive,"2,179","Sexual Content, Nudity, RPG, RPGMaker, Adventure, Indie, Anime, Story Rich, Female Protagonist, Visual Novel", 11,"20 Oct, 2017"," WIN7 SP1/WIN8/WIN10/XP,  1.2 GHz,  1 GB RAM,  DirectX 9 compatible graphics card,  1 GB available space","Sexual Content, Nudity, RPG, RPGMaker, Adventure, Indie, Anime, Story Rich, Female Protagonist, Visual Novel"
696,Marvel vs. Capcom: Infinite,Capcom,,No user reviews,"Fighting, Action, Superhero, Arcade, 2D Fighter, Heist, Multiplayer, Competitive, Comic Book, Open World, Memes, Singleplayer, Anime", 219,"20 Sep, 2017"," Windows 7 64-bit,  Intel Core i3-4160 @ 3.60GHz,  6 GB RAM,  NVIDIA® GeForce® GTX 480, GTX 570, GTX 670, or better,  Version 11,  Broadband Internet connection,  59 GB available space,  DirectSound Supported (DirectX® 9.0c or more)","Fighting, Action, Superhero, Arcade, 2D Fighter, Heist, Multiplayer, Competitive, Comic Book, Open World, Memes, Singleplayer, Anime"
697,Devil May Cry HD Collection,"CAPCOM Co., Ltd.",Very Positive,"1,082","Action, Hack and Slash, Character Action Game, Difficult, Singleplayer, Classic, Great Soundtrack, Stylized, Demons, Violent, Spectacle fighter, Gore, Third Person, Anime, Story Rich, Adventure, Atmospheric, ""Beat em up"", Fast-Paced, Gothic", 162,"13 Mar, 2018"," WINDOWS® 7 (64bit),  Intel® Core™ i3 series (dual-core) or AMD equivalent or better,  4 GB RAM,  NVIDIA® GeForce® GTX 760 or AMD Radeon™ R7 260x,  Version 9.0,  12 GB available space,  DirectSound (DirectX® 9.0c or better),  *Recommended Controller Xbox 360 Controller (Windows®7/8/8.1) Xbox One Wireless Controller (Windows®10) , *Internet connection required for game activation.  , *Non-multi-thread supported CPUs are not guaranteed to operate correctly.","Action, Hack and Slash, Character Action Game, Difficult, Singleplayer, Classic, Great Soundtrack, Stylized, Demons, Violent, Spectacle fighter, Gore, Third Person, Anime, Story Rich, Adventure, Atmospheric, ""Beat em up"", Fast-Paced, Gothic"
698,World of Warplanes,Wargaming Group Limited,,422,"Early Access, Free to Play, Early Access, Massively Multiplayer, Simulation, Action, Flight, World War II",Free To Play,"12 Sep, 2018"," Windows 7 / 8 / 10,  Intel Core i3-2xxx or higher,  4 GB RAM,  Shaders 3.0 (NVIDIA GeForce 9600 GT 512MB, Radeon HD 3870) / higher),  Version 9.0c,  Broadband Internet connection,  35 GB available space,  DirectX 9.0c compatible,  Minimum screen resolution: 1280х768","Early Access, Free to Play, Early Access, Massively Multiplayer, Simulation, Action, Flight, World War II"
699,Element: Space,Sixth Vowel,Mostly Positive,126,"Turn-Based Combat, Strategy, RPG, Action, Sci-fi, Tactical, Choices Matter, Indie, Story Rich, Turn-Based, Turn-Based Tactics, Turn-Based Strategy, Tactical RPG, Strategy RPG, Nonlinear, Lore-Rich, Funny, Early Access, Puzzle, Short",,"14 Feb, 2019","Requires a 64-bit processor and operating system,  Windows 7,  Intel Core i3-4170,  8 GB RAM,  GeForce GTX 550 Ti / Radeon HD 7770,  Version 11,  10 GB available space,  Average of 30 frames per second at medium settings and 720p","Turn-Based Combat, Strategy, RPG, Action, Sci-fi, Tactical, Choices Matter, Indie, Story Rich, Turn-Based, Turn-Based Tactics, Turn-Based Strategy, Tactical RPG, Strategy RPG, Nonlinear, Lore-Rich, Funny, Early Access, Puzzle, Short"
700,前程似锦 Excellent Expectations,内购人生PABL,Very Positive,483,"Indie, Dark Humor, Satire, Puzzle, Detective, Funny, Singleplayer, Word Game, Simulation, Story Rich, Anime, Casual", 15,"22 Dec, 2017"," Windows 7/8/10,  1.5GHz,  1024 MB RAM,  Graphics Card made within the last 5 years,  200 MB available space","Indie, Dark Humor, Satire, Puzzle, Detective, Funny, Singleplayer, Word Game, Simulation, Story Rich, Anime, Casual"
701,Firewatch,Campo Santo,Very Positive,"35,441","Adventure, Atmospheric, Story Rich, Walking Simulator, Mystery, First-Person, Exploration, Singleplayer, Open World, Great Soundtrack, Indie, Short, Comedy, Drama, Funny, Colorful, Mature, Thriller, Horror, Casual", 35,"10 Feb, 2016"," Windows 7 or higher 64bit,  Intel Core i3 2.00 GHz or AMD equivalent,  6 GB RAM,  NVIDIA GeForce 450 or higher with 1GB Memory,  Version 11,  4 GB available space","Adventure, Atmospheric, Story Rich, Walking Simulator, Mystery, First-Person, Exploration, Singleplayer, Open World, Great Soundtrack, Indie, Short, Comedy, Drama, Funny, Colorful, Mature, Thriller, Horror, Casual"
702,Tower Unite,PixelTail Games,Very Positive,"4,993","Early Access, Mini Golf, Massively Multiplayer, Casual, Character Customization, Multiplayer, Early Access, Indie, Open World, Funny, Great Soundtrack, Adventure, Action, Sandbox, FPS, Memes, Zombies, Simulation, Third Person, Racing", 48,"9 Apr, 2016","Wymaga 64-bitowego procesora i systemu operacyjnego,  Windows 7 SP1 (64-bit),  2.4 GHz Dual-Core 64-bit CPU,  4 GB RAM,  DX10 Compatible GPU with 1 GB VRAM,  Wersja 10,  Szerokopasmowe połączenie internetowe,  25 GB dostępnej przestrzeni,  Integrated graphic cards will have trouble running the game.","Early Access, Mini Golf, Massively Multiplayer, Casual, Character Customization, Multiplayer, Early Access, Indie, Open World, Funny, Great Soundtrack, Adventure, Action, Sandbox, FPS, Memes, Zombies, Simulation, Third Person, Racing"
703,Armello,League of Geeks,Very Positive,"6,428","Board Game, Turn-Based Strategy, Strategy, Multiplayer, Card Game, Fantasy, Indie, Dark Fantasy, Adventure, RPG, Hex Grid, Turn-Based, Great Soundtrack, Tactical RPG, Singleplayer, Multiple Endings, Kickstarter, Grand Strategy, Cute, Benchmark", 58,"2 Sep, 2015"," Windows 7 (64-Bit),  Dual-core 2.0 GHz (SSE2),  2 GB RAM,  DirectX 10 SM4.0 capable GPU with 1GB VRAM,  Version 10,  4 GB available space","Board Game, Turn-Based Strategy, Strategy, Multiplayer, Card Game, Fantasy, Indie, Dark Fantasy, Adventure, RPG, Hex Grid, Turn-Based, Great Soundtrack, Tactical RPG, Singleplayer, Multiple Endings, Kickstarter, Grand Strategy, Cute, Benchmark"
704,Fun Hospital,OrangesGame Technology Limited,,No user reviews,"Casual, Strategy, Indie, Free to Play, Simulation",Free To Play,"22 Jun, 2018"," windows 7,  intel i3,  512 MB RAM,  N/A,  Broadband Internet connection,  1024 MB available space,  N/A","Casual, Strategy, Indie, Free to Play, Simulation"
705,Atelier Firis: The Alchemist and the Mysterious Journey / フィリスのアトリエ ～不思議な旅の錬金術士～,"KOEI TECMO GAMES CO., LTD.",Very Positive,No user reviews,"Anime, RPG, JRPG, Female Protagonist, Cute, Crafting, Great Soundtrack, Singleplayer, Adventure, Nudity, Turn-Based Combat, Fantasy, Open World", 158,"8 Mar, 2017","Requires a 64-bit processor and operating system,  Windows® 7, Windows® 8.1, Windows® 10 (64bit required),  Core i5  2.6GHz or better,  4 GB RAM,  NVIDIA GeForce GTX550Ti or better, 1280x720,  Version 11,  Broadband Internet connection,  35 GB available space","Anime, RPG, JRPG, Female Protagonist, Cute, Crafting, Great Soundtrack, Singleplayer, Adventure, Nudity, Turn-Based Combat, Fantasy, Open World"
706,Tourist Bus Simulator,TML-Studios,,356,"Simulation, Open World, Driving, Management, Realistic, Multiplayer", 142,"7 Dec, 2018","Setzt 64-Bit-Prozessor und -Betriebssystem voraus,  7/8/8.1/10 (only 64bit),  Intel Core i5 Quad Core Processor or similar with at least 2.8 GHz,  6 GB RAM,  Nvidia GeForce GTX 660 or similar AMD Radeon (no support for onboard cards),  Version 11,  25 GB verfügbarer Speicherplatz,  Yes","Simulation, Open World, Driving, Management, Realistic, Multiplayer"
707,Super Seducer 2: Advanced Seduction Tactics,RLR Training Inc,Very Positive,371,"Memes, Mature, Sexual Content, Simulation, Casual, FMV, Dating Sim, Nudity, Adventure, Funny, Survival Horror, Comedy, Female Protagonist, Anime", 43,"14 Sep, 2018"," Windows 7 or later,  Intel Core i3 4th generation,  4 GB RAM,  Intel HD Graphics 4000,  12 GB available space","Memes, Mature, Sexual Content, Simulation, Casual, FMV, Dating Sim, Nudity, Adventure, Funny, Survival Horror, Comedy, Female Protagonist, Anime"
708,"""Loves Sweet Garnish""",Canvas+Garden,Very Positive,No user reviews,"Sexual Content, Nudity, Anime, Visual Novel, Casual, Indie, Cute, FPS", 43,"8 Sep, 2018"," Windows 7/8/8.1/10,  1GHz,  1 GB RAM,  1280 x 720,  9.0c,  需要 800 MB 可用空间","Sexual Content, Nudity, Anime, Visual Novel, Casual, Indie, Cute, FPS"
709,Hand of Fate,Defiant Development,Very Positive,"6,595","Card Game, RPG, Action, Rogue-like, Singleplayer, Indie, Fantasy, Adventure, Choose Your Own Adventure, Third Person, Action RPG, Rogue-lite, Board Game, Difficult, Atmospheric, Hack and Slash, ""Beat em up"", Dungeon Crawler, Strategy, Great Soundtrack", 68,"17 Feb, 2015"," Windows 7/8/8.1/XP/Vista (32 or 64 bit),  2.4ghz Intel Core 2 Duo or equivalent,  4 GB RAM,  Nvidia 260 GTS or Radeon HD 4850 - 512 MB of VRAM,  Version 9.0c,  5 GB available space,  DirectX compatible sound card","Card Game, RPG, Action, Rogue-like, Singleplayer, Indie, Fantasy, Adventure, Choose Your Own Adventure, Third Person, Action RPG, Rogue-lite, Board Game, Difficult, Atmospheric, Hack and Slash, ""Beat em up"", Dungeon Crawler, Strategy, Great Soundtrack"
